=== DRISHTIGRID GUJARAT STATE SURVEILLANCE AUDIT ===
Report Type,COVERAGE_GAP
Jurisdiction District,All Districts
Generated Timestamp,2026-09-07T08:12:30.814Z
Total Monitored Cameras,300
Operational Online,201
Total Jurisdiction Area (sq km),6283
Optical Coverage Area (sq km),7.38
Estimated Blind Spot Rate (%),88%
Surveillance Density (cams/sq km),0.05

=== PRIORITY COVERAGE BLIND SPOTS & RECOMMENDATIONS ===
Hotspot ID,Corridor / Area,District,Severity,Recommended CCTV Units,Nearest Police Station,Strategic Rationale
"GAP-GJ-01","Statewide Outer Ring Road & Radial Extension Corridor","Statewide","CRITICAL","+6 Units","Statewide Highway Division Traffic PS","High vehicle volume arterial junction with zero visual overlapping buffers beyond 400m"
"GAP-GJ-02","Statewide Ring Road Freight Line","Statewide","HIGH","+4 Units","Statewide Industrial Area Police Station","Heavy commercial transit corridor lacking night-vision ANPR units and cross-lane surveillance"
"GAP-GJ-03","Statewide Income Tax Circle Road Pedestrian Chokepoint","Statewide","MEDIUM","+3 Units","Statewide City Central Police Station","Dense pedestrian choke-point with single direction PTZ blind angle during peak commercial hours"

=== REGISTERED SURVEILLANCE UNITS IN JURISDICTION ===
Camera ID,Name,District,Taluka,Type,Status,Uptime 30d %,Police Station,Latitude,Longitude
"GJ-DEMO-CAM-0168","Vadgam Market Cam 01 - Vadgam Main Market","Banaskantha","Vadgam","Dome","maintenance","96.5","",24.09204,72.414735
"GJ-DEMO-CAM-0169","Botad Market Cam 01 - Botad Main Market","Botad","Botad","Fixed","online","96.5","",22.158556,71.677386
"GJ-DEMO-CAM-0170","Gadhada Bridge Cam 01 - Gadhada Bridge","Botad","Gadhada","PTZ","offline","96.5","",21.948342,71.575879
"GJ-DEMO-CAM-0171","Chhota Udepur Railway Station Cam 01 - Chhota Udepur Railway Station","Chhota Udepur","Chhota Udepur","Bullet","offline","96.5","",22.315509,74.017897
"GJ-DEMO-CAM-0172","Bodeli Junction Cam 01 - Bodeli Junction","Chhota Udepur","Bodeli","Dome","online","96.5","",22.266919,73.733302
"GJ-DEMO-CAM-0173","Dahod Railway Station Cam 01 - Dahod Railway Station","Dahod","Dahod","Fixed","online","96.5","",22.839044,74.245182
"GJ-DEMO-CAM-0174","Jhalod Circle Cam 01 - Jhalod Circle","Dahod","Jhalod","PTZ","offline","96.5","",22.585309,74.173822
"GJ-DEMO-CAM-0175","Devgadh Baria Railway Station Cam 01 - Devgadh Baria Railway Station","Dahod","Devgadh Baria","Bullet","online","96.5","",22.72442,73.893813
"GJ-DEMO-CAM-0176","Ahwa Junction Cam 01 - Ahwa Junction","Dang","Ahwa","Dome","online","96.5","",20.750044,73.685975
"GJ-DEMO-CAM-0177","Dwarka Highway Cam 01 - Dwarka Bypass Highway","Devbhoomi Dwarka","Dwarka","Fixed","online","96.5","",22.249291,68.964016
"GJ-DEMO-CAM-0178","Khambhalia Market Cam 01 - Khambhalia Main Market","Devbhoomi Dwarka","Khambhalia","PTZ","online","96.5","",22.204918,69.654566
"GJ-DEMO-CAM-0179","Okha Market Cam 01 - Okha Main Market","Devbhoomi Dwarka","Okha","Bullet","online","96.5","",22.461603,69.071839
"GJ-DEMO-CAM-0180","Veraval Circle Cam 01 - Veraval Circle","Gir Somnath","Veraval","Dome","online","96.5","",20.905781,70.360443
"GJ-DEMO-CAM-0181","Somnath Highway Cam 01 - Somnath Bypass Highway","Gir Somnath","Veraval","Fixed","online","96.5","",20.899148,70.41247
"GJ-DEMO-CAM-0182","Una Junction Cam 01 - Una Junction","Gir Somnath","Una","PTZ","online","96.5","",20.822428,71.041708
"GJ-DEMO-CAM-0183","Kodinar Bridge Cam 01 - Kodinar Bridge","Gir Somnath","Kodinar","Bullet","maintenance","96.5","",20.784931,70.690575
"GJ-DEMO-CAM-0184","Nadiad Public Place Cam 01 - Nadiad Town Square","Kheda","Nadiad","Dome","offline","96.5","",22.699447,72.865259
"GJ-DEMO-CAM-0185","Kapadvanj Railway Station Cam 01 - Kapadvanj Railway Station","Kheda","Kapadvanj","Fixed","online","96.5","",23.023589,73.07826
"GJ-DEMO-CAM-0186","Mahemdavad Bridge Cam 01 - Mahemdavad Bridge","Kheda","Mahemdavad","PTZ","online","96.5","",22.836988,72.754626
"GJ-DEMO-CAM-0187","Kheda Junction Cam 01 - Kheda Junction","Kheda","Kheda","Bullet","online","96.5","",22.760977,72.682776
"GJ-DEMO-CAM-0188","Lunawada Road Cam 01 - Lunawada Main Road","Mahisagar","Lunawada","Dome","online","96.5","",23.13819,73.606574
"GJ-DEMO-CAM-0189","Balasinor Junction Cam 01 - Balasinor Junction","Mahisagar","Balasinor","Fixed","online","96.5","",22.951996,73.323483
"GJ-DEMO-CAM-0190","Santrampur Market Cam 01 - Santrampur Main Market","Mahisagar","Santrampur","PTZ","online","96.5","",23.238522,73.910807
"GJ-DEMO-CAM-0191","Rajpipla Market Cam 01 - Rajpipla Main Market","Narmada","Rajpipla","Bullet","online","96.5","",21.87562,73.49125
"GJ-DEMO-CAM-0192","Himatnagar Public Place Cam 01 - Himatnagar Town Square","Sabarkantha","Himatnagar","Dome","online","96.5","",23.592283,72.967594
"GJ-DEMO-CAM-0193","Idar Railway Station Cam 01 - Idar Railway Station","Sabarkantha","Idar","Fixed","online","96.5","",23.82724,72.996308
"GJ-DEMO-CAM-0194","Prantij Bridge Cam 01 - Prantij Bridge","Sabarkantha","Prantij","PTZ","online","96.5","",23.435647,72.671579
"GJ-DEMO-CAM-0195","Surendranagar Market Cam 01 - Surendranagar Main Market","Surendranagar","Surendranagar","Bullet","online","96.5","",22.724279,71.638856
"GJ-DEMO-CAM-0196","Limbdi Bridge Cam 01 - Limbdi Bridge","Surendranagar","Limbdi","Dome","maintenance","96.5","",22.577464,71.792413
"GJ-DEMO-CAM-0197","Dhrangadhra Railway Station Cam 01 - Dhrangadhra Railway Station","Surendranagar","Dhrangadhra","Fixed","offline","96.5","",22.974881,71.463735
"GJ-DEMO-CAM-0198","Chotila Highway Cam 01 - Chotila Bypass Highway","Surendranagar","Chotila","PTZ","online","96.5","",22.410529,71.17618
"GJ-DEMO-CAM-0199","Vyara Junction Cam 01 - Vyara Junction","Tapi","Vyara","Bullet","online","96.5","",21.122083,73.401412
"GJ-DEMO-CAM-0200","Songadh Junction Cam 01 - Songadh Junction","Tapi","Songadh","Dome","online","96.5","",21.162419,73.578093
"GJ-DEMO-CAM-0201","Ahmedabad Junction Cam 18 - Ahmedabad Junction","Ahmedabad","Ahmedabad City","PTZ","maintenance","96.5","",23.019227,72.553811
"GJ-DEMO-CAM-0202","Gandhinagar Highway Cam 04 - Gandhinagar Bypass Highway","Gandhinagar","Gandhinagar","Fixed","online","96.5","",23.23635,72.655966
"GJ-DEMO-CAM-0203","Surat Road Cam 10 - Surat Panchvati Chowk","Surat","Surat City","PTZ","offline","96.5","",21.154295,72.848575
"GJ-DEMO-CAM-0204","Vadodara Highway Cam 06 - Vadodara Highway Toll Naka","Vadodara","Vadodara City","Fixed","online","96.5","",22.348224,73.175767
"GJ-DEMO-CAM-0205","Rajkot Junction Cam 13 - Rajkot Circle Junction","Rajkot","Rajkot City","PTZ","online","96.5","",22.284066,70.847177
"GJ-DEMO-CAM-0206","Bhavnagar Junction Cam 04 - Bhavnagar Circle Junction","Bhavnagar","Bhavnagar City","Fixed","maintenance","96.5","",21.788595,72.168639
"GJ-DEMO-CAM-0207","Jamnagar Highway Cam 11 - Jamnagar Highway Junction","Jamnagar","Jamnagar","Dome","offline","96.5","",22.482499,70.098617
"GJ-DEMO-CAM-0208","Junagadh Road Cam 01 - Junagadh Old Town Road","Junagadh","Junagadh City","Bullet","maintenance","96.5","",21.493635,70.440736
"GJ-DEMO-CAM-0209","Anand Market Cam 18 - Anand Cloth Market","Anand","Anand","PTZ","online","96.5","",22.542749,72.922206
"GJ-DEMO-CAM-0210","Bharuch Highway Cam 19 - Bharuch Bypass Highway","Bharuch","Bharuch","Bullet","online","96.5","",21.685273,73.02263
"GJ-DEMO-CAM-0211","Mehsana Railway Station Cam 18 - Mehsana Station Yard","Mehsana","Mehsana","PTZ","online","96.5","",23.555205,72.355988
"GJ-DEMO-CAM-0212","Valsad Circle Cam 02 - Valsad Circle","Valsad","Valsad","Dome","online","96.5","",20.624083,72.950773
"GJ-DEMO-CAM-0213","Bhuj Railway Station Cam 04 - Bhuj Railway Station","Kutch","Bhuj","Bullet","maintenance","96.5","",23.24077,69.676206
"GJ-DEMO-CAM-0214","Navsari Road Cam 09 - Navsari Main Road","Navsari","Navsari","Bullet","online","96.5","",20.969454,72.93345
"GJ-DEMO-CAM-0215","Porbandar Circle Cam 06 - Porbandar Circle","Porbandar","Porbandar","Fixed","online","96.5","",21.622448,69.621894
"GJ-DEMO-CAM-0216","Patan Public Place Cam 19 - Patan Bus Stand","Patan","Patan","PTZ","online","96.5","",23.858151,72.132623
"GJ-DEMO-CAM-0217","Godhra Junction Cam 19 - Godhra Circle Junction","Panchmahal","Godhra","Fixed","online","96.5","",22.754822,73.615879
"GJ-DEMO-CAM-0218","Morbi Bridge Cam 01 - Morbi Bridge","Morbi","Morbi","PTZ","online","96.5","",22.827085,70.808793
"GJ-DEMO-CAM-0219","Sanand Public Place Cam 02 - Sanand Central Library","Ahmedabad","Sanand","PTZ","maintenance","96.5","",23.009277,72.368638
"GJ-DEMO-CAM-0220","Dholka Road Cam 18 - Dholka Main Road","Ahmedabad","Dholka","Bullet","online","96.5","",22.718364,72.487688
"GJ-DEMO-CAM-0221","Bavla Public Place Cam 14 - Bavla District Court","Ahmedabad","Bavla","PTZ","online","96.5","",22.854016,72.3523
"GJ-DEMO-CAM-0222","Kalol Public Place Cam 08 - Kalol Town Hall","Gandhinagar","Kalol","PTZ","online","96.5","",23.261052,72.494618
"GJ-DEMO-CAM-0223","Dehgam Bridge Cam 11 - Dehgam Bridge","Gandhinagar","Dehgam","PTZ","online","96.5","",23.169008,72.804743
"GJ-DEMO-CAM-0224","Umreth Public Place Cam 09 - Umreth Civil Hospital","Anand","Umreth","PTZ","online","96.5","",22.673893,73.128192
"GJ-DEMO-CAM-0225","Borsad Junction Cam 18 - Borsad Char Rasta","Anand","Borsad","PTZ","online","96.5","",22.428273,72.874404
"GJ-DEMO-CAM-0226","Petlad Highway Cam 20 - Petlad Highway Junction","Anand","Petlad","Bullet","maintenance","96.5","",22.451126,72.783691
"GJ-DEMO-CAM-0227","Khambhat Junction Cam 08 - Khambhat Circle Junction","Anand","Khambhat","Bullet","online","96.5","",22.322805,72.610685
"GJ-DEMO-CAM-0228","Ankleshwar Circle Cam 15 - Ankleshwar Char Rasta Circle","Bharuch","Ankleshwar","Bullet","offline","96.5","",21.62073,73.030382
"GJ-DEMO-CAM-0229","Jambusar Railway Station Cam 09 - Jambusar Railway Crossing","Bharuch","Jambusar","Dome","maintenance","96.5","",22.056254,72.797098
"GJ-DEMO-CAM-0230","Vagra Circle Cam 13 - Vagra Water Tank Circle","Bharuch","Vagra","Fixed","offline","96.5","",21.621831,72.880201
"GJ-DEMO-CAM-0231","Mahuva Highway Cam 01 - Mahuva Highway Toll Naka","Bhavnagar","Mahuva","Dome","offline","96.5","",21.104966,71.75086
"GJ-DEMO-CAM-0232","Palitana Highway Cam 06 - Palitana Highway Junction","Bhavnagar","Palitana","Bullet","offline","96.5","",21.52485,71.810668
"GJ-DEMO-CAM-0233","Sihor Road Cam 15 - Sihor Panchvati Chowk","Bhavnagar","Sihor","PTZ","online","96.5","",21.715069,71.994733
"GJ-DEMO-CAM-0234","Talaja Bridge Cam 01 - Talaja River Bridge","Bhavnagar","Talaja","PTZ","offline","96.5","",21.337225,72.064551
"GJ-DEMO-CAM-0235","Kalavad Railway Station Cam 19 - Kalavad Station Yard","Jamnagar","Kalavad","Dome","online","96.5","",22.110498,70.426638
"GJ-DEMO-CAM-0236","Jodiya Railway Station Cam 03 - Jodiya Station Yard","Jamnagar","Jodiya","Bullet","online","96.5","",22.718577,70.293577
"GJ-DEMO-CAM-0237","Keshod Circle Cam 16 - Keshod Circle","Junagadh","Keshod","Fixed","offline","96.5","",21.270739,70.24012
"GJ-DEMO-CAM-0238","Mangrol Bridge Cam 07 - Mangrol River Bridge","Junagadh","Mangrol","PTZ","online","96.5","",21.110784,70.121195
"GJ-DEMO-CAM-0239","Visavadar Bridge Cam 03 - Visavadar Canal Bridge","Junagadh","Visavadar","Bullet","online","96.5","",21.35268,70.754393
"GJ-DEMO-CAM-0240","Manavadar Bridge Cam 08 - Manavadar Canal Bridge","Junagadh","Manavadar","Fixed","offline","96.5","",21.486668,70.145516
"GJ-DEMO-CAM-0241","Gandhidham Public Place Cam 18 - Gandhidham Town Hall","Kutch","Gandhidham","Dome","online","96.5","",23.092394,70.132424
"GJ-DEMO-CAM-0242","Mandvi Bridge Cam 04 - Mandvi Canal Bridge","Kutch","Mandvi","Dome","online","96.5","",22.830587,69.361177
"GJ-DEMO-CAM-0243","Anjar Road Cam 15 - Anjar Central Avenue","Kutch","Anjar","Fixed","online","96.5","",23.121486,70.024061
"GJ-DEMO-CAM-0244","Bhachau Bridge Cam 18 - Bhachau Canal Bridge","Kutch","Bhachau","PTZ","maintenance","96.5","",23.31337,70.344372
"GJ-DEMO-CAM-0245","Nakhatrana Circle Cam 08 - Nakhatrana Char Rasta Circle","Kutch","Nakhatrana","Bullet","online","96.5","",23.318179,69.26018
"GJ-DEMO-CAM-0246","Visnagar Railway Station Cam 17 - Visnagar Railway Station","Mehsana","Visnagar","Fixed","maintenance","96.5","",23.725317,72.561632
"GJ-DEMO-CAM-0247","Unjha Highway Cam 15 - Unjha Highway Junction","Mehsana","Unjha","Fixed","online","96.5","",23.791371,72.40181
"GJ-DEMO-CAM-0248","Kadi Circle Cam 18 - Kadi Circle","Mehsana","Kadi","Fixed","offline","96.5","",23.291828,72.335677
"GJ-DEMO-CAM-0249","Vijapur Market Cam 07 - Vijapur Main Market","Mehsana","Vijapur","PTZ","maintenance","96.5","",23.562392,72.730775
"GJ-DEMO-CAM-0250","Tankara Circle Cam 15 - Tankara Water Tank Circle","Morbi","Tankara","PTZ","online","96.5","",22.659271,70.766347
"GJ-DEMO-CAM-0251","Wankaner Bridge Cam 05 - Wankaner Canal Bridge","Morbi","Wankaner","Fixed","offline","96.5","",22.626756,70.923595
"GJ-DEMO-CAM-0252","Bilimora Highway Cam 18 - Bilimora Highway Toll Naka","Navsari","Gandevi","Fixed","online","96.5","",20.755077,72.958504
"GJ-DEMO-CAM-0253","Gandevi Junction Cam 17 - Gandevi Circle Junction","Navsari","Gandevi","Dome","online","96.5","",20.821499,72.933098
"GJ-DEMO-CAM-0254","Chikhli Circle Cam 03 - Chikhli Circle","Navsari","Chikhli","Dome","online","96.5","",20.858105,73.067731
"GJ-DEMO-CAM-0255","Halol Highway Cam 15 - Halol Highway Toll Naka","Panchmahal","Halol","Dome","maintenance","96.5","",22.523159,73.482306
"GJ-DEMO-CAM-0256","Shehra Road Cam 20 - Shehra Old Town Road","Panchmahal","Shehra","Fixed","online","96.5","",22.757333,73.707772
"GJ-DEMO-CAM-0257","Sidhpur Public Place Cam 10 - Sidhpur Town Hall","Patan","Sidhpur","Fixed","offline","96.5","",23.919664,72.375503
"GJ-DEMO-CAM-0258","Chanasma Bridge Cam 09 - Chanasma Bridge","Patan","Chanasma","Dome","online","96.5","",23.725095,72.108496
"GJ-DEMO-CAM-0259","Radhanpur Road Cam 10 - Radhanpur Nehru Chowk","Patan","Radhanpur","Dome","online","96.5","",23.840965,71.605457
"GJ-DEMO-CAM-0260","Harij Public Place Cam 10 - Harij Bus Stand","Patan","Harij","Fixed","offline","96.5","",23.751467,71.806271
"GJ-DEMO-CAM-0261","Ranavav Railway Station Cam 19 - Ranavav Railway Station","Porbandar","Ranavav","Bullet","offline","96.5","",21.854884,69.736354
"GJ-DEMO-CAM-0262","Kutiyana Railway Station Cam 04 - Kutiyana Station Yard","Porbandar","Kutiyana","Dome","online","96.5","",21.634967,70.00467
"GJ-DEMO-CAM-0263","Gondal Circle Cam 16 - Gondal Circle","Rajkot","Gondal","Bullet","maintenance","96.5","",21.938854,70.788488
"GJ-DEMO-CAM-0264","Jetpur Market Cam 03 - Jetpur Vegetable Market","Rajkot","Jetpur","Dome","online","96.5","",21.761178,70.60163
"GJ-DEMO-CAM-0265","Dhoraji Road Cam 20 - Dhoraji Main Road","Rajkot","Dhoraji","Bullet","online","96.5","",21.73029,70.447886
"GJ-DEMO-CAM-0266","Upleta Public Place Cam 02 - Upleta Civil Hospital","Rajkot","Upleta","Bullet","online","96.5","",21.721389,70.291338
"GJ-DEMO-CAM-0267","Jasdan Railway Station Cam 02 - Jasdan Railway Crossing","Rajkot","Jasdan","Fixed","maintenance","96.5","",22.045737,71.210784
"GJ-DEMO-CAM-0268","Bardoli Railway Station Cam 18 - Bardoli Railway Crossing","Surat","Bardoli","Dome","online","96.5","",21.128668,73.020805
"GJ-DEMO-CAM-0269","Kamrej Bridge Cam 13 - Kamrej River Bridge","Surat","Kamrej","Dome","online","96.5","",21.275004,72.938892
"GJ-DEMO-CAM-0270","Olpad Market Cam 19 - Olpad Cloth Market","Surat","Olpad","Bullet","offline","96.5","",21.336573,72.730892
"GJ-DEMO-CAM-0271","Padra Highway Cam 12 - Padra Highway Junction","Vadodara","Padra","Fixed","maintenance","96.5","",22.232303,73.086431
"GJ-DEMO-CAM-0272","Karjan Junction Cam 06 - Karjan Char Rasta","Vadodara","Karjan","PTZ","maintenance","96.5","",22.043854,73.170017
"GJ-DEMO-CAM-0273","Dabhoi Public Place Cam 02 - Dabhoi Bus Stand","Vadodara","Dabhoi","Bullet","offline","96.5","",22.18444,73.426932
"GJ-DEMO-CAM-0274","Savli Railway Station Cam 10 - Savli Railway Crossing","Vadodara","Savli","Dome","offline","96.5","",22.298178,73.230345
"GJ-DEMO-CAM-0275","Waghodia Junction Cam 14 - Waghodia Char Rasta","Vadodara","Waghodia","PTZ","online","96.5","",22.373221,73.368916
"GJ-DEMO-CAM-0276","Vapi Junction Cam 13 - Vapi Circle Junction","Valsad","Vapi","Fixed","online","96.5","",20.356141,72.916519
"GJ-DEMO-CAM-0277","Pardi Market Cam 10 - Pardi Vegetable Market","Valsad","Pardi","Dome","online","96.5","",20.510055,72.946908
"GJ-DEMO-CAM-0278","Umbergam Railway Station Cam 06 - Umbergam Station Yard","Valsad","Umbergam","PTZ","maintenance","96.5","",20.162162,72.799362
"GJ-DEMO-CAM-0279","Dharampur Public Place Cam 09 - Dharampur District Court","Valsad","Dharampur","Dome","maintenance","96.5","",20.551161,73.200741
"GJ-DEMO-CAM-0280","Amreli Circle Cam 07 - Amreli Char Rasta Circle","Amreli","Amreli","PTZ","online","96.5","",21.608921,71.207778
"GJ-DEMO-CAM-0281","Savarkundla Road Cam 13 - Savarkundla Panchvati Chowk","Amreli","Savarkundla","Fixed","online","96.5","",21.33289,71.305308
"GJ-DEMO-CAM-0282","Rajula Road Cam 12 - Rajula Old Town Road","Amreli","Rajula","Fixed","online","96.5","",21.059362,71.450313
"GJ-DEMO-CAM-0283","Modasa Highway Cam 12 - Modasa Bypass Highway","Aravalli","Modasa","PTZ","online","96.5","",23.488649,73.292459
"GJ-DEMO-CAM-0284","Bayad Circle Cam 06 - Bayad Circle","Aravalli","Bayad","Bullet","online","96.5","",23.331276,73.328373
"GJ-DEMO-CAM-0285","Palanpur Public Place Cam 07 - Palanpur District Court","Banaskantha","Palanpur","Dome","online","96.5","",24.184639,72.453671
"GJ-DEMO-CAM-0286","Deesa Circle Cam 12 - Deesa Char Rasta Circle","Banaskantha","Deesa","Dome","maintenance","96.5","",24.24827,72.18301
"GJ-DEMO-CAM-0287","Vadgam Railway Station Cam 13 - Vadgam Railway Crossing","Banaskantha","Vadgam","Bullet","online","96.5","",24.100496,72.415371
"GJ-DEMO-CAM-0288","Botad Market Cam 16 - Botad Vegetable Market","Botad","Botad","Fixed","online","96.5","",22.147987,71.697167
"GJ-DEMO-CAM-0289","Gadhada Road Cam 20 - Gadhada Old Town Road","Botad","Gadhada","Bullet","maintenance","96.5","",21.952956,71.592113
"GJ-DEMO-CAM-0290","Chhota Udepur Circle Cam 06 - Chhota Udepur Water Tank Circle","Chhota Udepur","Chhota Udepur","PTZ","maintenance","96.5","",22.298021,74.031365
"GJ-DEMO-CAM-0291","Bodeli Road Cam 19 - Bodeli Panchvati Chowk","Chhota Udepur","Bodeli","PTZ","offline","96.5","",22.267858,73.727726
"GJ-DEMO-CAM-0292","Dahod Market Cam 02 - Dahod Vegetable Market","Dahod","Dahod","Dome","offline","96.5","",22.82438,74.239274
"GJ-DEMO-CAM-0293","Jhalod Circle Cam 13 - Jhalod Char Rasta Circle","Dahod","Jhalod","Bullet","online","96.5","",22.602644,74.174437
"GJ-DEMO-CAM-0294","Devgadh Baria Circle Cam 11 - Devgadh Baria Char Rasta Circle","Dahod","Devgadh Baria","Fixed","online","96.5","",22.743369,73.893661
"GJ-DEMO-CAM-0295","Ahwa Highway Cam 12 - Ahwa Bypass Highway","Dang","Ahwa","Dome","online","96.5","",20.742304,73.69008
"GJ-DEMO-CAM-0296","Dwarka Circle Cam 12 - Dwarka Circle","Devbhoomi Dwarka","Dwarka","PTZ","online","96.5","",22.267403,68.949727
"GJ-DEMO-CAM-0297","Khambhalia Market Cam 15 - Khambhalia Sabzi Mandi","Devbhoomi Dwarka","Khambhalia","Fixed","online","96.5","",22.215441,69.657523
"GJ-DEMO-CAM-0298","Okha Circle Cam 18 - Okha Circle","Devbhoomi Dwarka","Okha","Bullet","online","96.5","",22.481458,69.063262
"GJ-DEMO-CAM-0299","Veraval Public Place Cam 05 - Veraval Central Library","Gir Somnath","Veraval","Bullet","online","96.5","",20.921434,70.374497
"GJ-DEMO-CAM-0300","Somnath Circle Cam 19 - Somnath Water Tank Circle","Gir Somnath","Veraval","Dome","maintenance","96.5","",20.881778,70.408396
